CustomerID,Age,Gender,Tenure_Months,Monthly_Bill_GBP,Data_Usage_GB,Call_Duration_Mins,Support_Calls,Contract_Type,Payment_Method
TEL-1483,78,Male,15,43.57,7.36,739.0,2,Two year,Mailed check
TEL-1585,22,Female,56,40.27,5.98,938.0,1,Month-to-month,Electronic check
TEL-1829,46,Male,16,50.14,3.92,527.0,4,Two year,Credit card
TEL-2960,33,Male,58,60.14,9.96,447.0,8,Two year,Bank transfer
TEL-1076,25,Female,56,88.42,535.23,62.0,0,Month-to-month,Credit card
TEL-2662,43,Male,54,24.37,2.05,104.0,0,One year,Bank transfer
TEL-2900,77,Non-binary,68,64.59,11.85,344.0,2,One year,Bank transfer
TEL-1518,33,Non-binary,1,41.71,5.17,511.0,2,Month-to-month,Mailed check
TEL-1995,21,Male,20,57.18,7.19,691.0,1,Month-to-month,Mailed check
TEL-2831,40,Female,36,75.23,38.89,501.0,7,Two year,Bank transfer
TEL-1324,57,Non-binary,20,82.91,448.73,38.0,1,One year,Credit card
TEL-2513,54,Female,2,21.74,2.71,55.0,1,Month-to-month,Bank transfer
TEL-2815,42,Non-binary,22,36.61,11.66,192.0,3,Two year,Credit card
TEL-1365,69,Non-binary,3,89.28,400.37,49.0,2,Two year,Mailed check
TEL-2937,22,Non-binary,33,72.81,27.14,511.0,3,One year,Credit card
TEL-2889,55,Male,48,67.53,5.76,273.0,12,One year,Mailed check
TEL-2409,29,Non-binary,22,27.9,1.51,154.0,0,One year,Credit card
TEL-1631,36,Female,18,44.97,4.32,937.0,4,Month-to-month,Bank transfer
TEL-2654,26,Non-binary,62,25.45,1.95,69.0,1,Month-to-month,Mailed check
TEL-1094,61,Non-binary,51,73.21,525.77,37.0,1,One year,Mailed check
TEL-2162,42,Male,11,29.92,1.5,125.0,0,Month-to-month,Mailed check
TEL-1904,66,Female,70,43.61,7.51,711.0,3,Two year,Credit card
TEL-2029,46,Non-binary,36,26.74,2.72,103.0,0,Two year,Electronic check
TEL-1089,50,Female,53,82.95,448.94,38.0,1,Month-to-month,Credit card
TEL-1657,64,Male,72,47.54,3.06,804.0,5,Two year,Bank transfer
TEL-2535,55,Male,40,25.02,0.67,22.0,1,One year,Credit card
TEL-2213,79,Female,43,24.98,2.1,96.0,1,Two year,Mailed check
TEL-2936,75,Male,17,71.58,12.2,233.0,9,One year,Bank transfer
TEL-1100,22,Female,57,85.41,440.83,18.0,1,One year,Credit card
TEL-2060,29,Non-binary,62,17.18,1.13,155.0,3,Two year,Mailed check
TEL-1843,40,Male,27,44.93,6.97,769.0,3,One year,Electronic check
TEL-1690,23,Non-binary,14,45.24,0.9,1076.0,3,One year,Bank transfer
TEL-2660,41,Male,14,16.93,0.75,77.0,0,Month-to-month,Credit card
TEL-1036,21,Non-binary,40,85.09,411.79,54.0,0,Month-to-month,Bank transfer
TEL-2576,18,Non-binary,10,31.36,2.31,59.0,0,One year,Electronic check
TEL-2399,21,Female,33,27.71,2.28,148.0,0,Two year,Bank transfer
TEL-1371,33,Female,23,62.99,460.11,43.0,3,Two year,Bank transfer
TEL-1472,36,Female,31,38.7,2.96,865.0,2,One year,Credit card
TEL-1227,34,Male,16,92.71,498.52,39.0,0,One year,Credit card
TEL-1883,42,Male,63,35.32,2.28,758.0,1,Two year,Credit card
TEL-2182,67,Female,53,23.52,2.77,41.0,1,One year,Bank transfer
TEL-1565,70,Non-binary,58,42.49,5.62,381.0,3,One year,Bank transfer
TEL-2115,83,Non-binary,26,23.89,3.26,121.0,0,Month-to-month,Bank transfer
TEL-1539,64,Female,56,41.75,3.09,768.0,0,One year,Mailed check
TEL-2624,45,Male,37,19.09,3.08,126.0,2,Month-to-month,Bank transfer
TEL-1888,34,Non-binary,18,53.15,1.21,637.0,1,Two year,Electronic check
TEL-2976,68,Female,68,49.17,8.16,323.0,4,Two year,Bank transfer
TEL-1916,46,Non-binary,68,44.44,5.6,955.0,4,One year,Mailed check
TEL-2573,36,Male,45,32.14,0.91,42.0,0,One year,Bank transfer
TEL-1382,68,Female,13,66.93,424.07,52.0,0,Month-to-month,Credit card
TEL-2866,38,Non-binary,63,61.86,14.05,334.0,2,Month-to-month,Credit card
TEL-2012,57,Male,24,29.12,-1.45,129.0,0,Month-to-month,Electronic check
TEL-1583,82,Female,9,45.14,5.31,992.0,4,Month-to-month,Electronic check
TEL-1262,50,Male,69,86.8,433.01,66.0,2,Two year,Bank transfer
TEL-2468,54,Female,35,32.84,1.35,129.0,0,Month-to-month,Mailed check
TEL-1980,22,Male,40,51.9,0.97,824.0,4,One year,Bank transfer
TEL-2119,47,Male,9,23.33,2.1,70.0,0,Month-to-month,Bank transfer
TEL-2729,25,Female,18,30.16,2.71,131.0,0,Two year,Bank transfer
TEL-1535,30,Non-binary,17,44.06,2.27,839.0,0,Two year,Credit card
TEL-1838,44,Male,60,32.01,3.0,1064.0,1,Two year,Bank transfer
TEL-1021,77,Non-binary,28,116.13,486.65,45.0,0,Month-to-month,Electronic check
TEL-2289,43,Female,28,19.65,3.74,77.0,0,Two year,Bank transfer
TEL-1825,32,Female,64,58.39,3.03,849.0,0,Two year,Bank transfer
TEL-2783,47,Female,37,17.87,1.27,86.0,0,Month-to-month,Mailed check
TEL-1344,18,Female,8,87.23,428.31,48.0,0,Month-to-month,Electronic check
TEL-1203,20,Non-binary,46,85.16,450.78,60.0,0,Month-to-month,Electronic check
TEL-1302,80,Male,33,77.24,467.99,23.0,0,Two year,Electronic check
TEL-1963,24,Non-binary,12,63.18,4.03,963.0,2,Month-to-month,Electronic check
TEL-2904,75,Male,58,69.95,16.28,231.0,5,Two year,Mailed check
TEL-2591,26,Non-binary,3,23.42,1.62,11.0,0,Month-to-month,Mailed check
TEL-1885,19,Male,2,44.67,7.6,1114.0,2,Two year,Bank transfer
TEL-1275,44,Female,32,79.61,454.15,70.0,1,Month-to-month,Bank transfer
TEL-1010,55,Non-binary,66,82.79,517.55,48.0,1,Two year,Mailed check
TEL-1383,60,Female,36,82.25,492.66,19.0,2,Two year,Electronic check
TEL-1793,34,Male,41,38.75,1.49,978.0,6,Month-to-month,Mailed check
TEL-1146,75,Female,3,82.42,487.67,63.0,1,One year,Electronic check
TEL-1285,67,Female,41,77.21,403.88,64.0,2,One year,Bank transfer
TEL-1702,79,Female,58,52.0,6.88,846.0,6,One year,Bank transfer
TEL-2353,81,Non-binary,43,21.99,1.33,82.0,1,Month-to-month,Bank transfer
TEL-1406,27,Male,53,53.95,6.69,1047.0,3,Month-to-month,Credit card
TEL-1592,68,Female,26,46.84,2.02,902.0,3,Two year,Mailed check
TEL-1734,55,Non-binary,17,44.65,2.97,736.0,1,Two year,Mailed check
TEL-1500,64,Female,17,38.11,3.92,962.0,5,Month-to-month,Bank transfer
TEL-2759,31,Female,62,31.26,1.47,70.0,0,Two year,Electronic check
TEL-2919,60,Non-binary,20,51.3,14.04,214.0,4,Two year,Electronic check
TEL-1715,23,Male,4,36.14,6.81,672.0,1,Month-to-month,Bank transfer
TEL-2874,70,Female,62,85.38,15.9,397.0,3,Two year,Bank transfer
TEL-1501,38,Non-binary,30,51.76,0.67,801.0,1,Two year,Credit card
TEL-2920,18,Male,47,44.66,29.32,189.0,6,Two year,Electronic check
TEL-1464,55,Male,59,48.55,3.54,834.0,1,Month-to-month,Credit card
TEL-2675,50,Female,39,17.52,0.77,86.0,0,One year,Mailed check
TEL-2047,83,Female,32,29.99,2.9,42.0,0,Two year,Mailed check
TEL-2131,73,Non-binary,38,27.57,3.06,112.0,1,Month-to-month,Credit card
TEL-1547,82,Male,11,46.85,6.18,578.0,1,Two year,Mailed check
TEL-2383,63,Non-binary,19,21.41,2.92,180.0,1,One year,Bank transfer
TEL-2931,69,Non-binary,53,44.2,31.11,385.0,10,Two year,Credit card
TEL-1581,67,Male,38,39.82,3.21,550.0,1,Month-to-month,Bank transfer
TEL-2813,25,Male,12,50.74,34.28,368.0,9,Month-to-month,Electronic check
TEL-2281,24,Non-binary,6,30.46,1.83,127.0,1,Month-to-month,Bank transfer
TEL-2218,57,Female,29,23.2,2.41,55.0,0,Month-to-month,Electronic check
TEL-1868,80,Non-binary,67,37.52,6.53,897.0,3,Month-to-month,Credit card
TEL-2671,53,Female,17,26.04,1.42,168.0,0,Month-to-month,Electronic check
TEL-1443,75,Female,39,39.23,3.97,603.0,0,Month-to-month,Credit card
TEL-2396,79,Non-binary,55,14.99,3.9,155.0,0,Month-to-month,Bank transfer
TEL-2299,19,Male,42,25.67,2.05,117.0,1,One year,Bank transfer
TEL-1313,59,Female,66,94.1,441.59,49.0,1,One year,Electronic check
TEL-1534,46,Non-binary,43,49.74,4.73,870.0,1,Month-to-month,Electronic check
TEL-2649,62,Female,61,21.18,2.65,90.0,1,One year,Credit card
TEL-2215,84,Male,32,25.73,2.26,148.0,0,Month-to-month,Mailed check
TEL-1246,21,Female,25,82.75,403.0,100.0,0,Two year,Bank transfer
TEL-2279,53,Male,66,27.0,2.53,97.0,1,Month-to-month,Bank transfer
TEL-1683,84,Male,17,34.05,8.34,611.0,3,Two year,Electronic check
TEL-1361,50,Non-binary,10,76.98,520.6,39.0,0,Month-to-month,Credit card
TEL-2542,25,Male,50,17.63,1.76,81.0,0,Month-to-month,Bank transfer
TEL-2778,66,Female,44,24.64,2.33,131.0,0,One year,Electronic check
TEL-2126,46,Female,11,16.81,2.25,79.0,0,Two year,Mailed check
TEL-1673,45,Non-binary,63,42.57,4.19,688.0,4,One year,Electronic check
TEL-2651,30,Non-binary,13,28.7,-0.59,91.0,1,Month-to-month,Mailed check
TEL-2722,75,Non-binary,23,21.16,2.79,77.0,1,Month-to-month,Mailed check
TEL-2546,51,Non-binary,25,26.77,2.06,131.0,0,Two year,Bank transfer
TEL-2558,36,Female,15,27.5,2.88,116.0,0,Two year,Bank transfer
TEL-2106,72,Non-binary,13,24.84,1.94,108.0,0,One year,Mailed check
TEL-1850,60,Female,13,55.1,4.86,840.0,0,Two year,Electronic check
TEL-1782,35,Female,15,40.17,3.05,917.0,0,Month-to-month,Bank transfer
TEL-1664,76,Female,34,53.37,6.21,851.0,2,One year,Mailed check
TEL-1375,41,Non-binary,56,88.75,388.34,32.0,1,Two year,Electronic check
TEL-2151,29,Female,43,22.97,0.83,92.0,1,Two year,Credit card
TEL-1710,53,Non-binary,6,37.53,4.6,819.0,1,Two year,Electronic check
TEL-1898,46,Female,22,48.84,3.87,979.0,1,Month-to-month,Bank transfer
TEL-2483,53,Non-binary,34,17.15,1.53,93.0,0,One year,Bank transfer
TEL-1485,18,Female,24,54.68,1.2,781.0,3,One year,Bank transfer
TEL-2650,64,Male,32,20.15,1.96,103.0,1,Month-to-month,Electronic check
TEL-1495,61,Female,39,57.45,2.78,666.0,1,Month-to-month,Mailed check
TEL-2170,58,Female,54,21.71,2.45,115.0,1,Month-to-month,Bank transfer
TEL-1570,62,Male,60,53.06,7.31,700.0,3,Two year,Mailed check
TEL-2485,40,Non-binary,18,20.03,1.71,128.0,1,One year,Mailed check
TEL-1026,79,Non-binary,15,67.04,476.72,42.0,0,Two year,Bank transfer
TEL-1122,79,Female,49,77.33,340.28,51.0,1,One year,Bank transfer
TEL-1800,84,Male,22,39.89,1.18,922.0,2,Month-to-month,Bank transfer
TEL-1041,19,Male,13,105.42,351.2,54.0,1,Month-to-month,Credit card
TEL-1945,74,Male,4,47.23,7.23,801.0,4,Two year,Electronic check
TEL-1247,52,Male,68,75.71,473.83,44.0,0,Two year,Credit card
TEL-2789,31,Female,16,23.46,2.04,186.0,0,Month-to-month,Electronic check
TEL-2057,20,Non-binary,31,17.63,1.98,158.0,0,Month-to-month,Mailed check
TEL-2902,46,Non-binary,50,52.5,29.94,212.0,7,One year,Credit card
TEL-1708,48,Male,5,42.92,3.88,869.0,2,One year,Credit card
TEL-1989,31,Non-binary,32,42.71,4.41,524.0,0,Two year,Credit card
TEL-2582,36,Non-binary,18,27.81,1.72,84.0,0,One year,Bank transfer
TEL-1895,69,Non-binary,13,28.96,5.32,690.0,2,One year,Credit card
TEL-1400,24,Male,60,45.09,8.96,930.0,2,One year,Electronic check
TEL-2478,52,Female,16,26.66,1.21,139.0,0,Month-to-month,Mailed check
TEL-1356,64,Female,71,87.56,501.14,87.0,0,Month-to-month,Credit card
TEL-2708,30,Male,60,28.04,1.37,41.0,0,Month-to-month,Bank transfer
TEL-2784,47,Non-binary,65,23.51,2.31,118.0,0,One year,Credit card
TEL-2868,27,Female,51,68.45,21.58,225.0,10,One year,Bank transfer
TEL-2527,46,Male,12,24.01,3.47,51.0,2,One year,Bank transfer
TEL-2321,41,Female,45,25.61,1.83,23.0,0,Two year,Electronic check
TEL-2448,53,Male,20,33.8,2.71,110.0,0,One year,Electronic check
TEL-2794,19,Male,65,24.41,3.28,126.0,1,Month-to-month,Credit card
TEL-2625,52,Female,59,24.01,1.54,75.0,0,One year,Bank transfer
TEL-2055,56,Male,27,21.52,2.46,56.0,0,Two year,Electronic check
TEL-2921,68,Non-binary,9,61.27,39.67,112.0,6,Two year,Credit card
TEL-1332,36,Non-binary,62,77.41,411.33,61.0,1,Month-to-month,Credit card
TEL-1219,50,Non-binary,12,80.71,362.86,53.0,1,Month-to-month,Electronic check
TEL-1531,80,Female,42,39.32,5.12,780.0,0,One year,Bank transfer
TEL-1134,20,Non-binary,58,80.19,456.78,60.0,1,Two year,Electronic check
TEL-1388,57,Male,22,83.1,455.36,82.0,2,One year,Mailed check
TEL-1891,68,Female,30,46.35,7.64,982.0,1,Two year,Mailed check
TEL-2045,79,Male,71,25.69,2.27,-50.0,1,One year,Electronic check
TEL-2153,54,Male,37,22.76,2.64,142.0,0,Two year,Credit card
TEL-2455,75,Female,41,23.71,2.24,72.0,1,Month-to-month,Electronic check
TEL-2944,42,Female,26,52.41,27.7,87.0,3,One year,Electronic check
TEL-1903,66,Male,38,51.95,9.81,1165.0,3,Month-to-month,Mailed check
TEL-1670,55,Female,40,41.89,5.44,797.0,0,One year,Electronic check
TEL-2607,63,Non-binary,29,29.43,1.81,184.0,1,Two year,Bank transfer
TEL-1437,40,Male,13,44.29,7.87,635.0,4,One year,Electronic check
TEL-2665,41,Male,61,17.16,2.93,133.0,2,Month-to-month,Bank transfer
TEL-2538,69,Non-binary,29,19.8,2.34,144.0,1,Month-to-month,Bank transfer
TEL-2070,29,Non-binary,66,21.46,1.86,50.0,0,Month-to-month,Mailed check
TEL-1870,72,Non-binary,47,54.52,5.96,569.0,1,Two year,Credit card
TEL-2034,53,Non-binary,23,21.5,2.24,57.0,0,Month-to-month,Credit card
TEL-2297,46,Non-binary,69,31.17,1.7,78.0,0,Month-to-month,Credit card
TEL-2985,30,Male,13,76.83,21.42,282.0,4,One year,Electronic check
TEL-1717,79,Non-binary,14,43.28,6.77,792.0,3,One year,Mailed check
TEL-2566,80,Non-binary,49,19.31,0.82,91.0,1,Month-to-month,Mailed check
TEL-2308,23,Female,29,22.33,3.0,123.0,0,Month-to-month,Credit card
TEL-2774,60,Non-binary,67,22.36,1.87,98.0,0,Two year,Credit card
TEL-1213,83,Female,8,102.31,527.02,42.0,2,One year,Credit card
TEL-1278,50,Non-binary,18,76.82,406.21,57.0,0,Month-to-month,Credit card
TEL-2673,64,Non-binary,2,16.23,1.59,137.0,0,One year,Credit card
TEL-2822,37,Male,6,71.42,33.85,23.0,8,Two year,Electronic check
TEL-1812,74,Male,25,29.15,5.9,783.0,4,One year,Electronic check
TEL-2450,51,Non-binary,28,15.28,2.0,91.0,0,Two year,Electronic check
TEL-1568,18,Non-binary,58,50.42,0.47,1202.0,1,Two year,Electronic check
TEL-1449,26,Male,38,59.61,5.06,657.0,6,Month-to-month,Credit card
TEL-1908,66,Non-binary,32,44.35,5.61,917.0,1,Month-to-month,Credit card
TEL-2025,68,Female,61,33.68,3.04,184.0,1,One year,Bank transfer
TEL-1378,52,Male,39,79.6,440.21,64.0,1,Month-to-month,Electronic check
TEL-2595,83,Male,48,27.29,1.63,86.0,1,One year,Mailed check
TEL-1212,35,Non-binary,2,75.82,509.31,59.0,1,Two year,Mailed check
TEL-2056,52,Female,43,30.48,1.68,139.0,1,Two year,Credit card
TEL-1236,25,Non-binary,38,83.25,501.93,54.0,0,One year,Bank transfer
TEL-2452,23,Male,66,20.24,1.19,109.0,2,Month-to-month,Mailed check
TEL-2598,42,Male,56,27.51,0.01,65.0,1,Month-to-month,Mailed check
TEL-1477,56,Non-binary,42,45.05,6.08,860.0,3,Two year,Electronic check
TEL-1357,79,Non-binary,58,96.93,440.48,51.0,1,One year,Mailed check
TEL-1231,39,Non-binary,21,79.94,431.07,18.0,1,Two year,Mailed check
TEL-2711,19,Male,34,25.36,3.6,60.0,0,One year,Electronic check
TEL-2983,35,Male,44,60.91,14.56,273.0,9,One year,Bank transfer
TEL-1189,48,Female,23,94.74,484.5,53.0,1,One year,Electronic check
TEL-1593,55,Female,20,45.99,3.7,898.0,3,One year,Electronic check
TEL-2242,27,Female,58,24.44,2.02,144.0,1,Month-to-month,Mailed check
TEL-1852,54,Male,17,48.23,6.57,917.0,1,Month-to-month,Mailed check
TEL-1661,19,Male,54,47.02,8.09,718.0,1,Two year,Electronic check
TEL-1394,63,Non-binary,69,72.58,544.42,32.0,1,Two year,Electronic check
TEL-2275,31,Female,11,18.58,3.21,185.0,1,Two year,Mailed check
TEL-2930,28,Female,49,66.63,15.03,505.0,12,One year,Mailed check
TEL-1811,55,Non-binary,30,58.92,5.25,973.0,3,Two year,Mailed check
TEL-1188,40,Female,4,92.95,451.57,77.0,1,Two year,Mailed check
TEL-2674,66,Non-binary,4,16.69,2.35,135.0,0,Two year,Credit card
TEL-2453,56,Female,25,21.59,2.48,82.0,0,Two year,Credit card
TEL-2746,20,Female,20,22.61,1.46,104.0,1,One year,Mailed check
TEL-1724,61,Non-binary,35,34.75,3.54,738.0,4,Month-to-month,Credit card
TEL-1546,50,Male,49,41.72,4.63,726.0,0,One year,Bank transfer
TEL-1391,46,Female,11,81.96,446.0,47.0,1,One year,Electronic check
TEL-1271,49,Male,42,69.41,528.41,81.0,1,Month-to-month,Credit card
TEL-1152,73,Non-binary,42,86.5,441.04,74.0,3,One year,Credit card
TEL-2388,84,Non-binary,45,23.53,2.5,132.0,1,One year,Credit card
TEL-2505,66,Non-binary,4,24.74,2.79,106.0,0,Two year,Bank transfer
TEL-2490,84,Non-binary,70,25.93,0.28,23.0,0,Two year,Mailed check
TEL-1416,72,Female,15,31.88,3.76,584.0,2,One year,Credit card
TEL-1233,55,Male,30,85.62,451.88,33.0,2,Month-to-month,Bank transfer
TEL-2270,34,Female,38,25.8,3.56,111.0,0,Two year,Credit card
TEL-1969,46,Female,16,44.86,5.62,934.0,0,One year,Bank transfer
TEL-2617,38,Male,71,19.45,1.96,156.0,1,One year,Credit card
TEL-2519,76,Male,67,30.29,3.42,147.0,0,One year,Electronic check
TEL-1461,22,Non-binary,32,51.69,7.61,729.0,2,Two year,Bank transfer
TEL-2907,45,Male,55,64.97,39.42,335.0,8,Month-to-month,Credit card
TEL-1930,21,Non-binary,32,48.96,6.82,1057.0,1,Month-to-month,Credit card
TEL-1907,78,Male,9,42.36,5.6,705.0,4,One year,Electronic check
TEL-1497,49,Male,61,35.44,4.89,778.0,0,Month-to-month,Credit card
TEL-2141,47,Non-binary,52,23.81,0.59,223.0,1,One year,Electronic check
TEL-2408,29,Non-binary,54,22.8,2.46,73.0,1,One year,Credit card
TEL-1976,19,Non-binary,25,34.64,7.53,687.0,0,Two year,Credit card
TEL-2863,72,Male,30,53.94,10.59,418.0,11,Two year,Bank transfer
TEL-1755,41,Non-binary,3,41.93,5.26,815.0,0,Two year,Electronic check
TEL-1196,65,Non-binary,63,80.85,432.8,64.0,0,One year,Credit card
TEL-1694,76,Non-binary,54,48.89,4.16,513.0,2,Two year,Credit card
